,total_reward,targets_hit
757,284448.15500543505,5
758,302243.25816586893,5
759,507685.92922265595,6
760,357758.00898754946,5
761,302774.88886820537,5
762,405966.1506551663,7
763,443912.7779016202,6
764,381574.6833413411,5
765,267003.2237034951,5
766,211898.6294553171,4
767,300798.07631335926,5
768,488159.7055963029,6
769,125055.5759142844,3
770,312164.3502178086,5
771,342086.54120422335,5
772,403526.43175143295,6
773,342631.296504885,5
774,356052.9757963716,5
775,221066.25027322257,4
776,287310.17645063694,6
777,209613.40706393856,4
778,396498.063783751,6
779,619537.014893265,7
780,251569.24827380478,4
781,437901.1703167655,6
782,325068.3915761572,5
783,464973.4375150504,7
784,371230.24662173423,5
785,366587.0561184812,5
786,310401.94781082607,5
787,291233.22659816674,5
788,509680.5037879055,6
789,417513.0271321623,6
790,400629.9471353367,6
791,476583.0467762382,6
792,370733.5535084086,5
793,335474.0339906865,5
794,273639.49527863425,5
795,221456.38058492978,4
796,388523.4632850359,6
797,235655.42900076477,4
798,240000.21251127162,4
799,411400.53369996115,6
800,200558.83026581514,5
801,375525.7148496163,6
802,246099.75594265643,5
803,376393.95635941316,5
804,394187.84236164304,6
805,238478.68233259674,4
806,331060.97082751495,5
807,321028.41374969925,5
808,414998.78972166154,6
809,525817.4163137133,6
810,496454.7101025919,6
811,302355.0669420856,5
812,367510.84204347106,5
813,245489.0649950076,4
814,217853.83947002294,4
815,457360.9048104364,6
816,551603.0569986667,7
817,276213.3799924803,5
818,409279.4930677906,6
819,242624.81606034935,4
820,389229.0502135543,5
821,161236.424986599,4
822,380497.27386811527,6
823,286231.8213085535,5
824,424043.72722403624,6
825,375872.40964174573,5
826,229663.56058263464,4
827,226253.57513179543,4
828,233054.05532563137,5
829,144195.10705219203,4
830,329641.98986787174,5
831,253406.4819415934,5
832,347622.39968648925,5
833,433916.44592911866,6
834,146545.7632333623,4
835,383502.70133828645,5
836,202449.0997666013,4
837,174398.01697150726,4
838,495107.15460614546,6
839,120729.51461150234,3
840,404310.72389585397,6
841,232991.52282063602,4
842,247740.61711072215,4
843,257658.1107700789,4
844,471327.71615102165,6
845,328062.8899241205,5
846,353138.35034845636,6
847,226362.61701988103,5
848,175222.01355856785,4
849,243782.3203986052,4
850,276074.33837589447,5
851,263225.75093572744,5
852,351841.52928772534,6
853,269671.0483611236,5
854,353600.01228018117,5
855,286374.4881849963,5
856,467821.3013138661,6
857,422778.4044029892,6
858,374867.0158206251,5
859,244836.80814388508,4
860,425052.14009784383,6
861,330395.70339709445,5
862,120785.83118714711,3
863,264998.9457463224,5
